"行政區","縣市","型態","房價","面積","屋齡","車位","管理"
"臺南市東區","臺南市","華廈",3500000,34.285,23,"有車位","有管理"
"臺南市南區","臺南市","公寓",1500000,28.456,31,"無車位","有管理"
"臺南市安南區","臺南市","透天",6400000,48.355,0,"無車位","無管理"
"臺南市安南區","臺南市","透天",6780000,64.109,1,"無車位","無管理"
"臺南市安南區","臺南市","公寓",2800000,30.114,33,"無車位","無管理"
"臺南市安平區","臺南市","大樓",4500000,37.477,17,"無車位","有管理"
"臺南市中西區","臺南市","透天",6200000,41.092,33,"無車位","無管理"
"臺南市北區","臺南市","公寓",2500000,36.303,38,"無車位","無管理"
"臺南市安平區","臺南市","華廈",3720000,31.424,21,"有車位","有管理"
"臺南市安平區","臺南市","華廈",1670000,21.051,22,"無車位","無管理"
"臺南市安平區","臺南市","華廈",3650000,40.695,21,"有車位","有管理"
"臺南市北區","臺南市","透天",4e+07,144.075,1,"無車位","無管理"
"臺南市安平區","臺南市","透天",5900000,39.972,27,"無車位","無管理"
"臺南市安南區","臺南市","透天",9080000,69.654,1,"無車位","無管理"
"臺南市安南區","臺南市","透天",9380000,51.561,1,"無車位","無管理"
"臺南市安南區","臺南市","透天",3600000,33.009,34,"無車位","無管理"
"臺南市安南區","臺南市","透天",6500000,22.624,34,"無車位","無管理"
"臺南市東區","臺南市","套房",1170000,10.406,24,"無車位","有管理"
"臺南市東區","臺南市","大樓",4790000,34.373,19,"有車位","有管理"
"臺南市南區","臺南市","大樓",2050000,41.703,15,"無車位","有管理"
"臺南市南區","臺南市","大樓",2060000,41.703,15,"無車位","無管理"
"臺南市東區","臺南市","華廈",3100000,28.638,31,"無車位","有管理"
"臺南市東區","臺南市","透天",6e+06,41.061,29,"無車位","無管理"
"臺南市南區","臺南市","透天",8800000,61.907,1,"無車位","無管理"
"臺南市南區","臺南市","透天",9100000,64.085,1,"無車位","無管理"
"臺南市東區","臺南市","大樓",6600000,34.863,8,"無車位","有管理"
"臺南市東區","臺南市","透天",4800000,24.605,35,"無車位","無管理"
"臺南市新營區","臺南市","透天",2500000,33.033,36,"無車位","無管理"
"臺南市柳營區","臺南市","透天",2980000,55.013,20,"無車位","無管理"
"臺南市新營區","臺南市","透天",8700000,66.093,1,"無車位","無管理"
"臺南市官田區","臺南市","透天",2600000,65.283,21,"無車位","無管理"
"臺南市下營區","臺南市","透天",5500000,56.71,1,"無車位","無管理"
"臺南市學甲區","臺南市","透天",3400000,55.742,30,"無車位","無管理"
"臺南市新化區","臺南市","公寓",1460000,25.93,19,"無車位","無管理"
"臺南市北門區","臺南市","透天",3e+06,59.493,36,"無車位","無管理"
"臺南市歸仁區","臺南市","透天",7550000,60.158,1,"無車位","無管理"
"臺南市歸仁區","臺南市","透天",6960000,59.054,1,"無車位","無管理"
"臺南市歸仁區","臺南市","透天",7510000,58.93,1,"無車位","無管理"
"臺南市歸仁區","臺南市","透天",7500000,59.054,1,"無車位","無管理"
"臺南市歸仁區","臺南市","透天",7020000,54.789,1,"無車位","無管理"
"臺南市歸仁區","臺南市","透天",7600000,61.547,1,"無車位","無管理"
"臺南市仁德區","臺南市","透天",7320000,58.325,1,"無車位","無管理"
"臺南市仁德區","臺南市","透天",7300000,57.082,1,"無車位","無管理"
"臺南市仁德區","臺南市","透天",7500000,57.514,1,"無車位","無管理"
"臺南市仁德區","臺南市","透天",7300000,57.082,1,"無車位","無管理"
"臺南市仁德區","臺南市","透天",7400000,56.985,1,"無車位","無管理"
"臺南市仁德區","臺南市","透天",7380000,56.985,1,"無車位","無管理"
"臺南市仁德區","臺南市","透天",7400000,56.985,1,"無車位","無管理"
"臺南市永康區","臺南市","華廈",3600000,40.226,20,"無車位","有管理"
"臺南市永康區","臺南市","透天",4650000,33.732,25,"無車位","無管理"
"臺南市永康區","臺南市","大樓",6100000,78.959,20,"無車位","有管理"
"臺南市永康區","臺南市","華廈",750000,10.857,20,"無車位","有管理"
"臺南市永康區","臺南市","華廈",6350000,98.458,14,"有車位","有管理"
"臺南市永康區","臺南市","大樓",3100000,27.745,19,"無車位","有管理"
"臺南市永康區","臺南市","華廈",450000,8.361,23,"無車位","無管理"
"臺南市安平區","臺南市","大樓",5500000,51.727,18,"無車位","有管理"
"臺南市北區","臺南市","透天",4370000,39.573,33,"無車位","無管理"
"臺南市新營區","臺南市","透天",8860000,81.872,1,"無車位","無管理"
"臺南市東區","臺南市","公寓",2300000,26.351,32,"無車位","無管理"
"臺南市永康區","臺南市","大樓",3850000,60.972,19,"有車位","有管理"
"臺南市永康區","臺南市","大樓",3920000,33.208,20,"無車位","有管理"
"臺南市永康區","臺南市","透天",1960000,34.246,24,"無車位","無管理"
"臺南市永康區","臺南市","華廈",690000,9.081,20,"無車位","有管理"
"臺南市歸仁區","臺南市","透天",7500000,58.93,1,"無車位","無管理"
"臺南市永康區","臺南市","華廈",4e+06,40.599,20,"有車位","有管理"
"臺南市仁德區","臺南市","透天",8300000,24.636,41,"無車位","無管理"
"臺南市善化區","臺南市","透天",7080000,52.732,3,"無車位","無管理"
"臺南市善化區","臺南市","華廈",2e+06,35.752,20,"無車位","無管理"
"臺南市官田區","臺南市","透天",3e+06,54.026,24,"無車位","無管理"
"臺南市東區","臺南市","大樓",2850000,24.179,16,"無車位","有管理"
"臺南市東區","臺南市","大樓",2420000,20.615,15,"有車位","有管理"
"臺南市北區","臺南市","透天",6500000,58.183,22,"無車位","無管理"
"臺南市北區","臺南市","公寓",950000,7.451,24,"無車位","無管理"
"臺南市北區","臺南市","透天",9210000,43.351,35,"無車位","無管理"
"臺南市永康區","臺南市","大樓",3800000,36.993,19,"無車位","有管理"
"臺南市永康區","臺南市","華廈",3510000,32.274,20,"有車位","有管理"
"臺南市永康區","臺南市","透天",1.1e+07,64.886,1,"無車位","無管理"
"臺南市永康區","臺南市","透天",3800000,33.535,33,"無車位","無管理"
"臺南市永康區","臺南市","華廈",760000,11.843,21,"無車位","有管理"
"臺南市永康區","臺南市","透天",9080000,59.136,1,"有車位","無管理"
"臺南市永康區","臺南市","大樓",3850000,29.152,15,"無車位","有管理"
"臺南市永康區","臺南市","華廈",3650000,44.235,21,"有車位","有管理"
"臺南市永康區","臺南市","大樓",5e+06,52.986,8,"有車位","無管理"
"臺南市永康區","臺南市","透天",6500000,68.852,10,"無車位","無管理"
"臺南市永康區","臺南市","華廈",3300000,38.318,20,"無車位","有管理"
"臺南市善化區","臺南市","透天",1e+07,71.139,0,"無車位","無管理"
"臺南市歸仁區","臺南市","公寓",2600000,35.595,21,"無車位","無管理"
"臺南市歸仁區","臺南市","透天",4250000,29.645,34,"無車位","無管理"
"臺南市佳里區","臺南市","透天",22100000,125.05,3,"無車位","無管理"
"臺南市麻豆區","臺南市","透天",8380000,58.376,1,"無車位","無管理"
"臺南市新營區","臺南市","華廈",2600000,36.63,19,"無車位","有管理"
"臺南市新營區","臺南市","公寓",1820000,28.29,33,"無車位","無管理"
"臺南市新營區","臺南市","華廈",2520000,36.63,19,"無車位","有管理"
"臺南市東區","臺南市","華廈",3250000,43.261,25,"有車位","有管理"
"臺南市東區","臺南市","透天",8e+06,27.86,27,"無車位","無管理"
"臺南市南區","臺南市","透天",17300000,91.775,2,"無車位","有管理"
"臺南市東區","臺南市","華廈",1830000,18.002,20,"無車位","有管理"
"臺南市安南區","臺南市","透天",7800000,52.653,1,"無車位","無管理"
"臺南市安南區","臺南市","透天",10500000,74.212,1,"無車位","無管理"
"臺南市安南區","臺南市","透天",6800000,54.574,0,"無車位","無管理"
"臺南市安平區","臺南市","透天",6580000,71.109,16,"無車位","有管理"
"臺南市北區","臺南市","透天",13300000,68.374,27,"無車位","無管理"
"臺南市安平區","臺南市","透天",6500000,41.455,20,"無車位","無管理"
"臺南市安平區","臺南市","華廈",3e+06,23.985,22,"無車位","有管理"
"臺南市北區","臺南市","透天",2900000,19.085,26,"無車位","無管理"
"臺南市安平區","臺南市","大樓",6800000,47.538,18,"無車位","有管理"
"臺南市北區","臺南市","大樓",1500000,13.386,19,"無車位","有管理"
"臺南市安平區","臺南市","華廈",3100000,28.846,19,"無車位","有管理"
"臺南市中西區","臺南市","公寓",2130000,22.243,33,"無車位","無管理"
"臺南市安平區","臺南市","華廈",1650000,19.39,22,"有車位","有管理"
"臺南市安平區","臺南市","大樓",3850000,41.043,18,"有車位","有管理"
"臺南市安平區","臺南市","華廈",2560000,28.093,21,"有車位","有管理"
"臺南市安平區","臺南市","透天",5e+06,57.306,22,"無車位","無管理"
"臺南市北區","臺南市","大樓",7e+05,9.099,19,"無車位","有管理"
"臺南市中西區","臺南市","華廈",750000,9.626,23,"無車位","有管理"
"臺南市北區","臺南市","公寓",4750000,57.756,21,"有車位","有管理"
"臺南市安南區","臺南市","透天",3700000,30.552,34,"無車位","無管理"
"臺南市安南區","臺南市","透天",3050000,42.864,19,"無車位","無管理"
"臺南市安南區","臺南市","透天",12200000,79.899,1,"無車位","無管理"
"臺南市安南區","臺南市","透天",9760000,65.497,1,"無車位","無管理"
"臺南市安南區","臺南市","透天",1050000,12.941,16,"無車位","無管理"
"臺南市安南區","臺南市","透天",10200000,73.601,1,"無車位","無管理"
"臺南市安南區","臺南市","大樓",3e+06,22.34,19,"無車位","有管理"
"臺南市安南區","臺南市","透天",4e+06,43.167,18,"無車位","無管理"
"臺南市安南區","臺南市","透天",7650000,33.529,32,"無車位","無管理"
"臺南市東區","臺南市","透天",11800000,53.951,17,"無車位","無管理"
"臺南市東區","臺南市","透天",8880000,25.008,41,"無車位","無管理"
"臺南市南區","臺南市","透天",1.2e+07,90.212,35,"無車位","無管理"
"臺南市東區","臺南市","大樓",2800000,22.279,19,"無車位","有管理"
"臺南市南區","臺南市","公寓",3900000,28.208,31,"無車位","無管理"
"臺南市南區","臺南市","華廈",1500000,23.613,31,"無車位","有管理"
"臺南市南區","臺南市","華廈",2380000,33.245,31,"無車位","有管理"
"臺南市東區","臺南市","華廈",4300000,44.646,21,"有車位","有管理"
"臺南市東區","臺南市","大樓",4100000,47.453,20,"有車位","有管理"
"臺南市東區","臺南市","大樓",4450000,34.261,14,"無車位","有管理"
"臺南市東區","臺南市","透天",1e+07,46.591,27,"無車位","無管理"
"臺南市南區","臺南市","透天",7100000,45.36,33,"無車位","無管理"
"臺南市東區","臺南市","透天",14700000,46.809,20,"無車位","無管理"
"臺南市新營區","臺南市","透天",9300000,77.972,1,"無車位","無管理"
"臺南市佳里區","臺南市","透天",5500000,48.869,1,"有車位","無管理"
"臺南市西港區","臺南市","透天",1520000,28.886,33,"無車位","無管理"
"臺南市學甲區","臺南市","透天",3300000,46.31,45,"無車位","無管理"
"臺南市永康區","臺南市","華廈",3420000,32.428,21,"無車位","有管理"
"臺南市永康區","臺南市","透天",10400000,65.443,1,"無車位","無管理"
"臺南市永康區","臺南市","透天",9650000,61.205,1,"無車位","無管理"
"臺南市永康區","臺南市","大樓",4700000,34.576,15,"無車位","有管理"
"臺南市永康區","臺南市","大樓",4250000,41.001,21,"有車位","有管理"
"臺南市永康區","臺南市","華廈",3200000,22.067,21,"無車位","無管理"
"臺南市永康區","臺南市","大樓",3800000,34.137,20,"有車位","有管理"
"臺南市永康區","臺南市","大樓",3500000,28.955,21,"有車位","有管理"
"臺南市永康區","臺南市","華廈",3300000,31.524,21,"無車位","無管理"
"臺南市永康區","臺南市","大樓",3e+06,32.718,15,"有車位","有管理"
"臺南市永康區","臺南市","大樓",2200000,8.815,13,"有車位","有管理"
"臺南市永康區","臺南市","大樓",3980000,42.099,20,"有車位","有管理"
"臺南市永康區","臺南市","大樓",2050000,14.904,13,"無車位","有管理"
"臺南市永康區","臺南市","公寓",3300000,32.806,22,"無車位","有管理"
"臺南市永康區","臺南市","華廈",3600000,39.056,14,"有車位","有管理"
"臺南市永康區","臺南市","大樓",3200000,35.465,20,"有車位","有管理"
"臺南市永康區","臺南市","透天",9400000,61.964,1,"無車位","無管理"
"臺南市永康區","臺南市","透天",15800000,86.86,1,"無車位","無管理"
"臺南市永康區","臺南市","透天",15600000,85.798,1,"無車位","無管理"
"臺南市永康區","臺南市","透天",14200000,85.798,1,"無車位","無管理"
"臺南市永康區","臺南市","透天",1.2e+07,66.716,1,"無車位","無管理"
"臺南市永康區","臺南市","套房",1050000,10.445,15,"無車位","有管理"
"臺南市中西區","臺南市","華廈",6800000,85.97,22,"無車位","有管理"
"臺南市東區","臺南市","華廈",3e+06,22.76,25,"無車位","無管理"
"臺南市南區","臺南市","華廈",4690000,28.75,11,"有車位","無管理"
"臺南市南區","臺南市","華廈",3660000,30.964,17,"有車位","有管理"
"臺南市東區","臺南市","透天",4700000,32.709,27,"無車位","無管理"
"臺南市東區","臺南市","透天",2600000,20.885,33,"無車位","無管理"
"臺南市東區","臺南市","透天",2800000,23.867,34,"無車位","無管理"
"臺南市東區","臺南市","大樓",3550000,24.015,15,"無車位","有管理"
"臺南市六甲區","臺南市","透天",1980000,36.306,33,"無車位","無管理"
"臺南市仁德區","臺南市","大樓",3100000,28.571,19,"有車位","有管理"
"臺南市永康區","臺南市","透天",7700000,51.485,4,"無車位","無管理"
"臺南市安南區","臺南市","透天",4300000,68.32,21,"無車位","無管理"
"臺南市南區","臺南市","透天",5e+06,39.603,24,"無車位","無管理"
"臺南市仁德區","臺南市","透天",2400000,27.034,34,"無車位","無管理"
"臺南市永康區","臺南市","套房",7e+05,12.133,23,"無車位","有管理"
"臺南市永康區","臺南市","華廈",1220000,15.337,14,"無車位","無管理"
"臺南市永康區","臺南市","大樓",3800000,32.026,15,"無車位","有管理"
"臺南市關廟區","臺南市","透天",2e+06,42.547,19,"無車位","無管理"
"臺南市佳里區","臺南市","透天",3100000,54.341,25,"無車位","無管理"
"臺南市學甲區","臺南市","透天",2500000,60.385,20,"無車位","無管理"
"臺南市南區","臺南市","公寓",1150000,22.89,36,"無車位","無管理"
"臺南市東區","臺南市","公寓",2e+06,26.03,33,"無車位","無管理"
"臺南市東區","臺南市","公寓",1550000,26.901,33,"無車位","有管理"
"臺南市南區","臺南市","公寓",1500000,20.803,33,"無車位","無管理"
"臺南市中西區","臺南市","公寓",2420000,24.89,46,"無車位","無管理"
"臺南市北區","臺南市","大樓",1200000,10.539,19,"無車位","有管理"
"臺南市北區","臺南市","華廈",5700000,47.465,33,"無車位","無管理"
"臺南市中西區","臺南市","公寓",1300000,17.197,27,"無車位","有管理"
"臺南市永康區","臺南市","華廈",1850000,27.661,21,"無車位","有管理"
"臺南市永康區","臺南市","大樓",1160000,10.654,17,"無車位","有管理"
"臺南市永康區","臺南市","華廈",950000,21.94,18,"無車位","有管理"
"臺南市永康區","臺南市","大樓",3430000,33.677,14,"無車位","有管理"
"臺南市永康區","臺南市","華廈",3650000,41.143,19,"有車位","有管理"
"臺南市永康區","臺南市","華廈",2e+06,31.475,19,"無車位","有管理"
"臺南市仁德區","臺南市","華廈",3600000,37.903,21,"有車位","無管理"
"臺南市歸仁區","臺南市","透天",7580000,61.087,1,"無車位","無管理"
"臺南市歸仁區","臺南市","透天",7e+06,55.243,1,"無車位","無管理"
"臺南市佳里區","臺南市","透天",4580000,52.49,16,"無車位","無管理"
"臺南市新營區","臺南市","透天",13800000,87.374,30,"無車位","無管理"
"臺南市新營區","臺南市","透天",6500000,52.084,29,"無車位","無管理"
"臺南市東區","臺南市","透天",8280000,36.469,26,"無車位","無管理"
"臺南市南區","臺南市","華廈",3800000,37.531,11,"無車位","有管理"
"臺南市東區","臺南市","透天",1.8e+07,105.488,21,"無車位","無管理"
"臺南市東區","臺南市","公寓",2e+06,25.912,22,"無車位","無管理"
"臺南市東區","臺南市","公寓",3400000,35.998,27,"無車位","無管理"
"臺南市東區","臺南市","公寓",2500000,30.876,33,"無車位","無管理"
"臺南市南區","臺南市","公寓",2600000,22.055,35,"無車位","無管理"
"臺南市東區","臺南市","透天",11800000,69.433,24,"無車位","無管理"
"臺南市東區","臺南市","大樓",3500000,25.098,16,"有車位","有管理"
"臺南市安南區","臺南市","透天",7700000,52.366,1,"無車位","無管理"
"臺南市安南區","臺南市","透天",5500000,53.497,4,"無車位","無管理"
"臺南市安南區","臺南市","透天",1.2e+07,54.453,1,"無車位","無管理"
"臺南市安平區","臺南市","華廈",3550000,59.347,21,"無車位","無管理"
"臺南市北區","臺南市","公寓",3850000,30.568,33,"無車位","無管理"
"臺南市北區","臺南市","大樓",4200000,40.357,12,"無車位","有管理"
"臺南市北區","臺南市","公寓",1240000,32.721,32,"無車位","無管理"
"臺南市北區","臺南市","透天",6e+06,53.7,25,"無車位","無管理"
"臺南市安平區","臺南市","大樓",5950000,58.44,18,"有車位","有管理"
"臺南市北區","臺南市","透天",3200000,26.142,41,"無車位","無管理"
"臺南市中西區","臺南市","華廈",1850000,16.023,19,"無車位","有管理"
"臺南市北區","臺南市","透天",7800000,48.197,22,"無車位","無管理"
"臺南市北區","臺南市","透天",2500000,28.677,35,"無車位","無管理"
"臺南市安南區","臺南市","透天",6300000,48.367,0,"無車位","無管理"
"臺南市安南區","臺南市","透天",6400000,47.284,0,"無車位","無管理"
"臺南市安南區","臺南市","透天",6250000,47.284,0,"無車位","無管理"
"臺南市安南區","臺南市","透天",2300000,47.928,21,"無車位","無管理"
"臺南市安南區","臺南市","透天",5760000,64.614,21,"無車位","無管理"
"臺南市南區","臺南市","透天",10600000,63.377,1,"無車位","無管理"
"臺南市東區","臺南市","透天",3980000,22.312,38,"無車位","無管理"
"臺南市南區","臺南市","透天",1e+07,65.361,1,"無車位","無管理"
"臺南市南區","臺南市","透天",10600000,63.377,1,"無車位","無管理"
"臺南市南區","臺南市","公寓",1450000,29.563,35,"無車位","無管理"
"臺南市東區","臺南市","華廈",1140000,37.238,22,"無車位","有管理"
"臺南市東區","臺南市","大樓",8720000,51.295,4,"有車位","有管理"
"臺南市東區","臺南市","華廈",3420000,20.857,15,"有車位","有管理"
"臺南市新營區","臺南市","透天",8300000,66.102,1,"無車位","無管理"
"臺南市新營區","臺南市","華廈",2450000,22.706,19,"無車位","無管理"
"臺南市佳里區","臺南市","透天",1280000,25.15,35,"無車位","無管理"
"臺南市西港區","臺南市","透天",6680000,63.247,1,"無車位","無管理"
"臺南市西港區","臺南市","透天",6600000,63.247,1,"無車位","無管理"
"臺南市佳里區","臺南市","透天",9200000,79.476,1,"無車位","無管理"
"臺南市安定區","臺南市","透天",4300000,45.218,15,"無車位","無管理"
"臺南市善化區","臺南市","華廈",1600000,25.661,20,"無車位","有管理"
"臺南市善化區","臺南市","透天",3680000,48.802,20,"無車位","無管理"
"臺南市善化區","臺南市","華廈",1700000,32.274,20,"無車位","有管理"
"臺南市仁德區","臺南市","透天",3500000,49.099,21,"無車位","無管理"
"臺南市永康區","臺南市","大樓",4500000,36.43,15,"有車位","有管理"
"臺南市楠西區","臺南市","透天",3050000,57.363,20,"無車位","無管理"
"臺南市永康區","臺南市","透天",7800000,69.415,20,"無車位","無管理"
"臺南市永康區","臺南市","大樓",3200000,33.211,21,"有車位","有管理"
"臺南市永康區","臺南市","華廈",2720000,41.633,20,"有車位","有管理"
"臺南市永康區","臺南市","透天",7300000,71.656,30,"無車位","無管理"
"臺南市永康區","臺南市","大樓",1e+06,12.218,21,"有車位","有管理"
"臺南市永康區","臺南市","透天",4100000,23.683,30,"無車位","無管理"
"臺南市永康區","臺南市","大樓",3500000,37.486,14,"無車位","有管理"
"臺南市永康區","臺南市","透天",1.3e+07,59.692,1,"無車位","無管理"
"臺南市永康區","臺南市","透天",9700000,63.226,4,"無車位","無管理"
"臺南市北區","臺南市","透天",2300000,20.942,24,"無車位","無管理"
"臺南市永康區","臺南市","透天",9390000,62.282,1,"無車位","無管理"
"臺南市南區","臺南市","公寓",1e+06,28.208,32,"無車位","無管理"
"臺南市南區","臺南市","公寓",2580000,32.219,31,"無車位","無管理"
"臺南市東區","臺南市","大樓",3850000,45.608,21,"有車位","有管理"
"臺南市東區","臺南市","華廈",4600000,35.601,19,"無車位","有管理"
"臺南市南區","臺南市","華廈",2200000,33.393,20,"有車位","無管理"
"臺南市新營區","臺南市","透天",4800000,33.508,27,"無車位","無管理"
"臺南市東區","臺南市","透天",1330000,15.119,43,"無車位","無管理"
"臺南市歸仁區","臺南市","華廈",2300000,32.265,20,"無車位","有管理"
"臺南市東區","臺南市","套房",7e+05,6.114,23,"無車位","有管理"
"臺南市南區","臺南市","透天",1800000,20.836,41,"無車位","無管理"
"臺南市永康區","臺南市","透天",4100000,19.16,35,"無車位","無管理"
"臺南市永康區","臺南市","大樓",3e+05,54.308,7,"無車位","有管理"
"臺南市永康區","臺南市","大樓",1700000,24.929,19,"無車位","有管理"
"臺南市新營區","臺南市","公寓",550000,12.545,23,"無車位","無管理"
"臺南市新營區","臺南市","大樓",3e+06,40.245,14,"無車位","無管理"
"臺南市東區","臺南市","公寓",2280000,38.65,31,"無車位","無管理"
"臺南市南區","臺南市","透天",8800000,24.696,39,"無車位","無管理"
"臺南市安南區","臺南市","大樓",1100000,25.331,16,"無車位","有管理"
"臺南市永康區","臺南市","大樓",4200000,53.751,7,"有車位","有管理"
"臺南市永康區","臺南市","透天",5600000,52.638,19,"無車位","無管理"
"臺南市永康區","臺南市","大樓",4300000,39.788,19,"有車位","有管理"
"臺南市永康區","臺南市","大樓",5470000,42.404,17,"有車位","無管理"
"臺南市永康區","臺南市","華廈",980000,15.63,21,"無車位","有管理"
"臺南市永康區","臺南市","大樓",3470000,34.951,20,"有車位","無管理"
"臺南市永康區","臺南市","大樓",3200000,34.179,20,"無車位","有管理"
"臺南市永康區","臺南市","大樓",4800000,36.028,15,"有車位","有管理"
"臺南市永康區","臺南市","華廈",2300000,24.98,22,"有車位","有管理"
"臺南市仁德區","臺南市","透天",3170000,28.163,38,"無車位","無管理"
"臺南市新化區","臺南市","透天",5850000,45.605,35,"無車位","無管理"
"臺南市仁德區","臺南市","透天",6900000,53.47,7,"無車位","無管理"
"臺南市歸仁區","臺南市","大樓",2500000,26.448,16,"無車位","有管理"
"臺南市新營區","臺南市","套房",4e+05,9.75,22,"無車位","有管理"
"臺南市柳營區","臺南市","透天",2500000,54.423,22,"無車位","無管理"
"臺南市新營區","臺南市","透天",6860000,59.586,1,"無車位","無管理"
"臺南市南區","臺南市","華廈",3200000,38.021,21,"有車位","有管理"
"臺南市東區","臺南市","大樓",3e+06,16.362,19,"有車位","有管理"
"臺南市南區","臺南市","大樓",3400000,50.067,19,"有車位","有管理"
"臺南市南區","臺南市","透天",3e+06,22.197,40,"無車位","無管理"
"臺南市東區","臺南市","大樓",8e+06,39.513,14,"有車位","有管理"
"臺南市南區","臺南市","大樓",3900000,45.39,15,"有車位","有管理"
"臺南市東區","臺南市","公寓",4350000,30.453,32,"無車位","無管理"
"臺南市東區","臺南市","套房",1680000,11.053,15,"無車位","有管理"
"臺南市南區","臺南市","大樓",4100000,41.842,15,"有車位","有管理"
"臺南市中西區","臺南市","華廈",1950000,18.912,26,"無車位","無管理"
"臺南市安平區","臺南市","華廈",2100000,40.136,20,"無車位","有管理"
"臺南市安平區","臺南市","透天",7340000,39.34,28,"無車位","無管理"
"臺南市北區","臺南市","華廈",4650000,43.826,19,"有車位","有管理"
"臺南市中西區","臺南市","透天",1.1e+07,64.635,40,"無車位","無管理"
"臺南市北區","臺南市","透天",4380000,32.313,35,"無車位","無管理"
"臺南市安平區","臺南市","大樓",2220000,26.157,19,"無車位","有管理"
"臺南市北區","臺南市","透天",5100000,25.555,40,"無車位","無管理"
"臺南市安平區","臺南市","透天",6550000,41.6,32,"無車位","無管理"
"臺南市中西區","臺南市","套房",8e+05,6.706,23,"無車位","有管理"
"臺南市北區","臺南市","大樓",6080000,48.739,19,"有車位","有管理"
"臺南市安南區","臺南市","透天",3e+06,40.096,8,"無車位","無管理"
"臺南市安南區","臺南市","透天",7100000,28.713,34,"無車位","無管理"
"臺南市東區","臺南市","透天",5900000,25.362,35,"無車位","無管理"
"臺南市東區","臺南市","大樓",3650000,23.991,14,"無車位","有管理"
"臺南市南區","臺南市","透天",18500000,91.775,2,"無車位","有管理"
"臺南市南區","臺南市","公寓",3500000,38.52,21,"有車位","有管理"
"臺南市東區","臺南市","公寓",3180000,25.322,31,"無車位","無管理"
"臺南市東區","臺南市","透天",3800000,26.783,40,"無車位","無管理"
"臺南市東區","臺南市","公寓",3700000,27.54,19,"無車位","有管理"
"臺南市東區","臺南市","華廈",2900000,29.361,21,"有車位","有管理"
"臺南市東區","臺南市","大樓",5200000,39.395,16,"有車位","有管理"
"臺南市南區","臺南市","透天",4250000,28.586,35,"無車位","無管理"
"臺南市東區","臺南市","透天",2500000,23.867,34,"無車位","無管理"
"臺南市新營區","臺南市","透天",6900000,58.842,2,"無車位","無管理"
"臺南市佳里區","臺南市","透天",9300000,81.769,1,"無車位","無管理"
"臺南市佳里區","臺南市","透天",3550000,54.377,34,"無車位","無管理"
"臺南市新市區","臺南市","華廈",2e+06,30.247,19,"無車位","有管理"
"臺南市善化區","臺南市","透天",5600000,48.76,40,"無車位","無管理"
"臺南市善化區","臺南市","華廈",2e+06,23.066,15,"無車位","有管理"
"臺南市歸仁區","臺南市","透天",6700000,58.93,1,"無車位","無管理"
"臺南市歸仁區","臺南市","透天",7e+06,59.054,1,"無車位","無管理"
"臺南市永康區","臺南市","透天",9e+06,30.958,33,"無車位","無管理"
"臺南市永康區","臺南市","公寓",1300000,28.674,33,"無車位","無管理"
"臺南市永康區","臺南市","大樓",3300000,30.925,23,"無車位","有管理"
"臺南市永康區","臺南市","大樓",2260000,14.904,13,"無車位","有管理"
"臺南市永康區","臺南市","華廈",2e+06,36.887,18,"有車位","有管理"
"臺南市永康區","臺南市","華廈",930000,10.99,21,"無車位","有管理"
"臺南市永康區","臺南市","套房",770000,11.12,20,"無車位","有管理"
"臺南市永康區","臺南市","公寓",2200000,28.199,31,"無車位","無管理"
"臺南市永康區","臺南市","透天",7600000,77.64,10,"無車位","有管理"
"臺南市永康區","臺南市","透天",9700000,67.031,1,"無車位","無管理"
"臺南市安南區","臺南市","透天",3e+06,26.076,44,"無車位","無管理"
"臺南市永康區","臺南市","透天",8380000,60.966,1,"無車位","無管理"
"臺南市安平區","臺南市","華廈",350000,22.612,21,"無車位","有管理"
"臺南市中西區","臺南市","透天",4550000,19.638,40,"無車位","無管理"
"臺南市東區","臺南市","華廈",3300000,34.942,18,"無車位","有管理"
"臺南市東區","臺南市","華廈",5800000,31.502,24,"有車位","有管理"
"臺南市新營區","臺南市","透天",3650000,55.019,21,"無車位","無管理"
"臺南市北門區","臺南市","透天",2380000,40.245,32,"無車位","無管理"
"臺南市麻豆區","臺南市","透天",2050000,25.821,33,"無車位","無管理"
"臺南市永康區","臺南市","透天",17900000,94.416,28,"無車位","無管理"
"臺南市永康區","臺南市","華廈",8e+05,14.039,21,"無車位","有管理"
"臺南市永康區","臺南市","透天",9e+06,78.233,13,"無車位","無管理"
"臺南市永康區","臺南市","大樓",4600000,36.778,15,"有車位","有管理"
"臺南市永康區","臺南市","大樓",4100000,43.466,21,"有車位","有管理"
"臺南市仁德區","臺南市","透天",7820000,41.694,7,"無車位","無管理"
"臺南市永康區","臺南市","套房",9e+05,11.909,21,"無車位","有管理"
"臺南市永康區","臺南市","大樓",2200000,30.332,15,"有車位","有管理"
"臺南市仁德區","臺南市","華廈",3200000,33.329,20,"無車位","有管理"
"臺南市永康區","臺南市","華廈",3e+06,34.936,22,"有車位","有管理"
"臺南市佳里區","臺南市","透天",7600000,63.628,1,"無車位","無管理"
"臺南市新營區","臺南市","華廈",1500000,31.808,20,"無車位","有管理"
"臺南市東區","臺南市","透天",1.1e+07,51.262,28,"無車位","無管理"
"臺南市南區","臺南市","透天",11200000,44.008,47,"無車位","無管理"
"臺南市南區","臺南市","華廈",2e+06,29.938,33,"無車位","有管理"
